,MWT,MF,PARENT_MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,CAS,CHEMICAL_NAME,MFCD,EMOLECULES_ID,mol,MFC#
9487,158.56,C7H4ClFO,158.56,Fc1cc(Cl)cc(C=O)c1,Alfa Aesar (US),0,,"3-Chloro-5-fluorobenzaldehyde, 97%",MFCD02261734,567203,<rdkit.Chem.rdchem.Mol object at 0x0000020EE11EB370>,38
9525,158.56,C7H4ClFO,158.56,Fc1ccc(Cl)cc1C=O,InterBioScreen,0,,5-chloro-2-fluorobenzaldehyde,MFCD03094518,908286,<rdkit.Chem.rdchem.Mol object at 0x0000020EE11EBCF0>,43
9568,158.56,C7H4ClFO,158.56,Fc1ccc(Cl)c(C=O)c1,"Combi-Blocks, Inc.",0,,2-Chloro-5-fluorobenzaldehyde,MFCD03788511,912561,<rdkit.Chem.rdchem.Mol object at 0x0000020EE11F37F0>,31
9599,158.56,C7H4ClFO,158.56,Fc1cccc(C=O)c1Cl,Accela ChemBio (ASD),0,,2-Chloro-3-fluorobenzaldehyde,MFCD07782053,14090423,<rdkit.Chem.rdchem.Mol object at 0x0000020EE11F3FB0>,36
9635,158.56,C7H4ClFO,158.56,Fc1cc(Cl)ccc1C=O,InterBioScreen,0,,4-chloro-2-fluorobenzaldehyde,MFCD00143282,45493822,<rdkit.Chem.rdchem.Mol object at 0x0000020EE11FD8F0>,41
9678,159.19,C10H9NO,159.19,Cn1ccc2ccc(C=O)cc12,Alinda Chemical,0,,1-methyl-1H-indole-6-carbaldehyde,MFCD08690251,985152,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12063F0>,36
9714,159.19,C10H9NO,159.19,Cn1ccc2cc(C=O)ccc12,Alinda Chemical,0,,1-methyl-1H-indole-5-carbaldehyde,MFCD08271908,5849545,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1206CF0>,26
9740,159.19,C10H9NO,159.19,Cn1ccc2c(C=O)cccc12,Aldlab Chemicals,0,,1-Methyl-1H-indole-4-carbaldehyde,MFCD08690261,5849653,<rdkit.Chem.rdchem.Mol object at 0x0000020EE120C3B0>,27
9767,159.19,C10H9NO,159.19,Cn1ccc2cccc(C=O)c12,Maybridge,0,,1-methyl-1H-indole-7-carbaldehyde,MFCD11109329,24192026,<rdkit.Chem.rdchem.Mol object at 0x0000020EE120CA70>,21
9826,160.09,C7H3F3O,160.09,Fc1ccc(C=O)c(F)c1F,InterBioScreen,0,,"2,3,4-trifluorobenzaldehyde",MFCD00061230,498155,<rdkit.Chem.rdchem.Mol object at 0x0000020EE120D970>,38
9864,160.09,C7H3F3O,160.09,Fc1ccc(F)c(C=O)c1F,Alfa Aesar (US),0,,"2,3,6-Trifluorobenzaldehyde, 97%",MFCD00061195,509223,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1213330>,31
9895,160.09,C7H3F3O,160.09,Fc1cc(C=O)cc(F)c1F,InterBioScreen,0,,"3,4,5-trifluorobenzaldehyde",MFCD00083523,517763,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1213AF0>,41
9936,160.09,C7H3F3O,160.09,Fc1cc(F)c(C=O)cc1F,Alfa Aesar (US),0,,"2,4,5-Trifluorobenzaldehyde, 97%",MFCD00061196,517765,<rdkit.Chem.rdchem.Mol object at 0x0000020EE121C570>,32
9968,160.09,C7H3F3O,160.09,Fc1cc(F)c(C=O)c(F)c1,Alfa Aesar (US),0,,"2,4,6-Trifluorobenzaldehyde, 97%",MFCD00061197,885184,<rdkit.Chem.rdchem.Mol object at 0x0000020EE121CD70>,36
10004,160.09,C7H3F3O,160.09,Fc1cc(F)c(F)c(C=O)c1,Alfa Aesar (US),0,,"2,3,5-Trifluorobenzaldehyde, 97%",MFCD00083538,45490212,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12266B0>,30
10034,160.17,C10H8O2,160.17,O=Cc1ccccc1OCC#C,Key Organics/BIONET,9,,2-(2-propynyloxy)benzenecarbaldehyde,MFCD02380378,441179,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1226E30>,31
10065,160.17,C10H8O2,160.17,O=Cc1ccc(OCC#C)cc1,ChemBridge,4015099,,4-(prop-2-yn-1-yloxy)benzaldehyde,MFCD01088150,857881,<rdkit.Chem.rdchem.Mol object at 0x0000020EE122D630>,26
10099,160.17,C10H8O2,160.17,O=Cc1cccc(OCC#C)c1,Aldlab Chemicals,0,,3-(2-Propyn-1-yloxy)benzaldehyde,MFCD05625818,1531988,<rdkit.Chem.rdchem.Mol object at 0x0000020EE122DEB0>,12
10135,160.18,C9H8N2O,160.18,Cn1ncc2c(C=O)cccc12,Acros Organics,42934,,"1-Methyl-1H-indazole-4-carboxaldehyde, 95%",MFCD10699167,23909228,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12307F0>,29
10164,160.18,C9H8N2O,160.18,Cn1ncc2cc(C=O)ccc12,Chem-Impex,24043,,1-Methyl-1H-indazole-5-carbaldehyde,MFCD11109365,24869742,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1230F30>,25
10189,160.18,C9H8N2O,160.18,Cn1ncc2ccc(C=O)cc12,Chem-Impex,24044,,1-Methyl-1H-indazole-6-carbaldehyde,MFCD11109366,24869744,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12325B0>,33
10222,160.18,C9H8N2O,160.18,Cn1ncc2cccc(C=O)c12,Chem-Impex,24045,,1-Methyl-1H-indazole-7-carbaldehyde,MFCD11111019,28220149,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1232DF0>,14
10247,160.18,C9H8N2O,160.18,Cn1cnc2cc(C=O)ccc12,"Combi-Blocks, Inc.",0,,1-Methyl-1h-benzimidazole-5-carboxaldehyde,MFCD09261052,37153666,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1235470>,14
10261,160.18,C9H8N2O,160.18,Cn1cc2c(C=O)cccc2n1,"Combi-Blocks, Inc.",0,,2-Methyl-2h-indazole-4-carboxaldehyde,MFCD21642049,48584477,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12357F0>,15
10281,160.18,C9H8N2O,160.18,Cn1cc2cc(C=O)ccc2n1,Activate Scientific,0,,2-Methyl-2H-indazole-5-carbaldehyde,MFCD21642047,50367471,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1235CF0>,12
10293,160.18,C9H8N2O,160.18,Cn1cc2ccc(C=O)cc2n1,Key Organics/BIONET,0,,2-methyl-2h-indazole-6-carboxaldehyde,MFCD21642051,50367479,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1236030>,16
10309,160.18,C9H8N2O,160.18,Cn1cc2cccc(C=O)c2n1,"Combi-Blocks, Inc.",0,,2-Methyl-2h-indazole-7-carboxaldehyde,MFCD21642053,50367483,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1236430>,15
10336,160.18,C9H8N2O,160.18,Cc1cc2[nH]ncc2cc1C=O,"Combi-Blocks, Inc.",0,,6-Methyl-1h-indazole-5-carbaldehyde,MFCD27987810,89940212,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1236AF0>,14
10366,160.22,C11H12O,160.22,O=Cc1ccc2CCCCc2c1,Aldlab Chemicals,0,,"5,6,7,8-Tetrahydro-naphthalene-2-carbaldehyde",MFCD00017658,6251224,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12392B0>,24
10390,160.22,C11H12O,160.22,O=Cc1cccc2CCCCc12,Aldlab Chemicals,0,,"5,6,7,8-Tetrahydronaphthalene-1-carbaldehyde",MFCD15474839,44689012,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12398B0>,26
10418,160.22,C11H12O,160.22,O=Cc1ccc(cc1)C1CCC1,AOBChem USA,28579,,4-Cyclobutylbenzaldehyde,MFCD19440003,48598911,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1239FB0>,17
10472,161.16,C9H7NO2,161.16,O=Cc1ccccc1OCC#N,Alinda Chemical,0,,(2-formylphenoxy)acetonitrile,MFCD01157218,846187,<rdkit.Chem.rdchem.Mol object at 0x0000020EE123BD70>,20
10492,161.16,C9H7NO2,161.16,O=Cc1ccc(OCC#N)cc1,Alinda Chemical,0,,(4-formylphenoxy)acetonitrile,MFCD02629373,2866460,<rdkit.Chem.rdchem.Mol object at 0x0000020EE123E2B0>,26
10518,161.16,C9H7NO2,161.16,COc1cc(ccc1C=O)C#N,Advamacs,0,,4-Formyl-3-methoxybenzonitrile 98%,MFCD07779491,30154350,<rdkit.Chem.rdchem.Mol object at 0x0000020EE123E930>,31
10571,161.16,C9H7NO2,161.16,COc1ccc(C=O)c(c1)C#N,Advamacs,0,,2-Cyano-4-methoxybenzaldehyde 95%,MFCD08275456,36750882,<rdkit.Chem.rdchem.Mol object at 0x0000020EE123F6B0>,21
10645,161.16,C9H7NO2,161.16,Cc1nc2ccc(C=O)cc2o1,"Combi-Blocks, Inc.",0,,2-Methylbenzo[d]oxazole-6-carbaldehyde,MFCD20528168,44469975,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1242970>,21
10666,161.16,C9H7NO2,161.16,Cc1noc2ccc(C=O)cc12,Activate Scientific,0,,3-Methyl-benzo[d]isoxazole-5-carbaldehyde,MFCD18804969,44836428,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1242EB0>,10
10676,161.16,C9H7NO2,161.16,COc1cc(C=O)ccc1C#N,Aldlab Chemicals,0,,4-ForMyl-2-Methoxybenzonitrile,MFCD16295254,45981006,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1244170>,28
10751,161.16,C8H7N3O,161.16,Cn1nnc2cc(C=O)ccc12,Maybridge,0,,"1-methyl-1H-1,2,3-benzotriazole-5-carbaldehyde",MFCD03407337,720624,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1247470>,30
10781,161.16,C8H7N3O,161.16,Cn1nnc2ccc(C=O)cc12,Enamine - UA Backorder,0,,"1-methyl-1H-1,2,3-benzotriazole-6-carbaldehyde",MFCD21099500,48673595,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1247BF0>,11
10820,161.2,C10H11NO,161.2,CN1CCc2cc(C=O)ccc12,Maybridge,0,,1-methylindoline-5-carbaldehyde,MFCD03208513,10919906,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12485F0>,18
10921,162.15,C8H6N2O2,162.15,O=Cc1ccc2[nH]c(=O)[nH]c2c1,HTS Biochemie,0,,"2-oxo-2,3-dihydro-1H-benzimidazole-5-carbaldehyde",MFCD18807917,37541697,<rdkit.Chem.rdchem.Mol object at 0x0000020EE124BF70>,25
10977,162.19,C10H10O2,162.19,C=CCOc1ccccc1C=O,Alinda Chemical,0,,2-(allyloxy)benzaldehyde,MFCD00014130,508846,<rdkit.Chem.rdchem.Mol object at 0x0000020EE124DDB0>,35
11012,162.19,C10H10O2,162.19,C=CCOc1ccc(C=O)cc1,InterBioScreen,0,,4-(allyloxy)benzaldehyde,MFCD00014133,519424,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12506B0>,25
11037,162.19,C10H10O2,162.19,Oc1cccc(C=O)c1CC=C,Maybridge,0,,2-allyl-3-hydroxybenzaldehyde,MFCD00100646,725944,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1250CF0>,24
11061,162.19,C10H10O2,162.19,Oc1c(CC=C)cccc1C=O,Tyger Scientific,0,,3-Allylsalicylaldehyde,MFCD00037364,836834,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1251330>,26
11087,162.19,C10H10O2,162.19,C=CCOc1cccc(C=O)c1,Aldlab Chemicals,0,,3-(Allyloxy)benzaldehyde,MFCD04227161,2860930,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12519B0>,41
11128,162.19,C10H10O2,162.19,O=Cc1ccc2OCCCc2c1,Maybridge,0,,chroman-6-carbaldehyde,MFCD08146589,5769625,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1254430>,26
11154,162.19,C10H10O2,162.19,CC1Cc2cc(C=O)ccc2O1,ChemBridge,4017150,,"2-methyl-2,3-dihydro-1-benzofuran-5-carbaldehyde",MFCD06255192,6899567,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1254AB0>,18
11179,162.19,C10H10O2,162.19,O=Cc1cccc2CCCOc12,Angene Chemical,0,,chroman-8-carbaldehyde,MFCD12198125,28199636,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1256130>,20
11288,162.21,C9H6OS,162.21,O=Cc1ccc2sccc2c1,Maybridge,0,,1-benzothiophene-5-carbaldehyde,MFCD05663673,724568,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1259CB0>,21
11309,162.21,C9H6OS,162.21,O=Cc1cccc2ccsc12,Chem-Impex,26259,,Benzo[b]thiophene-7-carboxaldehyde,MFCD08572207,4351126,<rdkit.Chem.rdchem.Mol object at 0x0000020EE125C230>,20
11329,162.21,C9H6OS,162.21,O=Cc1cccc2sccc12,Activate Scientific,0,,Benzo[b]thiophene-4-carbaldehyde,MFCD18432490,43608283,<rdkit.Chem.rdchem.Mol object at 0x0000020EE125C730>,18
11347,162.21,C9H6OS,162.21,O=Cc1ccc2ccsc2c1,"Combi-Blocks, Inc.",0,,Benzo[b]thiophene-6-carbaldehyde,MFCD18451824,44847645,<rdkit.Chem.rdchem.Mol object at 0x0000020EE125CBB0>,12
11359,162.23,C11H14O,162.23,CC(C)(C)c1ccc(C=O)cc1,InterBioScreen,0,,4-(tert-butyl)benzaldehyde,MFCD00035742,487389,<rdkit.Chem.rdchem.Mol object at 0x0000020EE125CEB0>,37
11396,162.23,C11H14O,162.23,CCCCc1ccc(C=O)cc1,Alfa Aesar (US),0,,"4-n-Butylbenzaldehyde, 97%",MFCD00040751,516531,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1267830>,15
11417,162.23,C11H14O,162.23,CC(C)Cc1ccc(C=O)cc1,TCI America,0,,4-Isobutylbenzaldehyde,MFCD00075760,2728881,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1267D70>,24
11441,162.23,C11H14O,162.23,CC(C)(C)c1cccc(C=O)c1,Platte Valley Scientific,0,,3-tert-Butylbenzaldehyde,MFCD11100027,11552441,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12693B0>,22
11654,163.19,C8H5NOS,163.19,O=Cc1ccc2ncsc2c1,Aldlab Chemicals,0,,6-Benzothiazolecarboxaldehyde,MFCD03086101,32279377,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1272930>,23
11677,163.19,C8H5NOS,163.19,O=Cc1ccc2scnc2c1,"Combi-Blocks, Inc.",0,,5-Benzothiazolecarboxaldehyde,MFCD11858591,43219767,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1272EF0>,20
11697,163.19,C8H5NOS,163.19,O=Cc1cccc2ncsc12,"Combi-Blocks, Inc.",0,,Benzo[d]thiazole-7-carbaldehyde,MFCD18822744,44388294,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1278430>,18
11741,163.22,C10H13NO,163.22,CN(C)c1ccc(C=O)c(C)c1,Alinda Chemical,0,,4-(dimethylamino)-2-methylbenzaldehyde,MFCD00043519,1014502,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1278F30>,19
11760,163.22,C10H13NO,163.22,CN(C)Cc1cccc(C=O)c1,Alinda Chemical,0,,3-[(dimethylamino)methyl]benzaldehyde,MFCD08060612,5415351,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1282430>,13
11773,163.22,C10H13NO,163.22,CN(C)Cc1ccc(C=O)cc1,Alinda Chemical,0,,4-[(dimethylamino)methyl]benzaldehyde,MFCD06800601,5415353,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1282770>,15
11788,163.22,C10H13NO,163.22,CCN(C)c1ccc(C=O)cc1,ChemBridge,4028755,,4-[ethyl(methyl)amino]benzaldehyde,MFCD09864610,18189456,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1282B30>,10
11798,163.22,C10H13NO,163.22,CN(C)Cc1ccccc1C=O,Alinda Chemical,0,,2-[(dimethylamino)methyl]benzaldehyde,MFCD08060611,30076170,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1282DB0>,12
11810,163.22,C10H13NO,163.22,CN(C)c1ccc(C=O)cc1C,"Combi-Blocks, Inc.",0,,4-(Dimethylamino)-3-methylbenzaldehyde,MFCD01313806,31525983,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12830F0>,20
11972,164.13,C9H5FO2,164.13,Fc1ccc(C=O)c2occc12,"Combi-Blocks, Inc.",0,,4-Fluorobenzofuran-7-carbaldehyde,MFCD11052336,23804215,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12889F0>,25
12003,164.13,C9H5FO2,164.13,Fc1ccc2occc2c1C=O,"Combi-Blocks, Inc.",0,,"4-Benzofurancarboxaldehyde, 5-fluoro-",MFCD18819778,64089778,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12901F0>,14
12029,164.14,C8H5FN2O,164.14,Fc1cc2[nH]ncc2cc1C=O,"Combi-Blocks, Inc.",0,,6-Fluoro-1h-indazole-5-carbaldehyde,MFCD16658672,44404425,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1290870>,15
12064,164.16,C9H8O3,164.16,CC(=O)Oc1ccc(C=O)cc1,Accela ChemBio (ASD),0,,4-Acetoxybenzaldehyde,MFCD00003384,491142,<rdkit.Chem.rdchem.Mol object at 0x0000020EE129A170>,20
12084,164.16,C9H8O3,164.16,COC(=O)c1ccc(C=O)cc1,InterBioScreen,0,,methyl 4-formylbenzoate,MFCD00006950,491312,<rdkit.Chem.rdchem.Mol object at 0x0000020EE129A670>,50
12134,164.16,C9H8O3,164.16,O=Cc1ccc2OCCOc2c1,InterBioScreen,0,,"2,3-dihydrobenzo[b][1,4]dioxine-6-carbaldehyde",MFCD00010092,493195,<rdkit.Chem.rdchem.Mol object at 0x0000020EE129D330>,54
12213,164.16,C9H8O3,164.16,COC(=O)c1cccc(C=O)c1,Accela ChemBio (ASD),0,,Methyl 3-Formylbenzoate,MFCD00189379,513302,<rdkit.Chem.rdchem.Mol object at 0x0000020EE129F730>,39
12260,164.16,C9H8O3,164.16,CC(=O)Oc1cccc(C=O)c1,Alfa Aesar (US),0,,"3-Acetoxybenzaldehyde, 97%",MFCD00016603,617609,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A2330>,23
12283,164.16,C9H8O3,164.16,COC(=O)c1ccccc1C=O,Maybridge,0,,methyl 2-formylbenzoate,MFCD00204231,723278,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A28F0>,42
12325,164.16,C9H8O3,164.16,O=Cc1cccc2OCCOc12,Maybridge,0,,"2,3-dihydro-1,4-benzodioxine-5-carbaldehyde",MFCD00239451,723403,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A33B0>,17
12369,164.16,C9H8O3,164.16,OC(=O)Cc1ccc(C=O)cc1,Accela ChemBio (ASD),0,,2-(4-Formylphenyl)acetic Acid,MFCD09998872,36762364,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A3EB0>,15
12388,164.16,C9H8O3,164.16,Cc1cc(C=O)ccc1C(O)=O,"Combi-Blocks, Inc.",0,,4-Formyl-2-methylbenzoic acid,MFCD20646141,43481355,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A63B0>,19
12411,164.16,C9H8O3,164.16,Cc1cc(ccc1C=O)C(O)=O,"Combi-Blocks, Inc.",0,,4-Formyl-3-methylbenzoic acid,MFCD20660431,44814031,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A6970>,12
12423,164.16,C9H8O3,164.16,OC(=O)Cc1cccc(C=O)c1,"Combi-Blocks, Inc.",0,,2-(3-Formylphenyl)acetic acid,MFCD20638515,45983609,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A6C70>,18
12441,164.16,C9H8O3,164.16,Cc1ccc(cc1C=O)C(O)=O,Accela ChemBio (ASD),0,,3-Formyl-4-methylbenzoic Acid,MFCD20660432,48606231,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A8130>,18
12459,164.16,C9H8O3,164.16,Cc1cc(C=O)cc(c1)C(O)=O,"Combi-Blocks, Inc.",0,,3-Formyl-5-methylbenzoic acid,MFCD20645804,49832047,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A85B0>,13
12472,164.16,C9H8O3,164.16,OC(=O)Cc1ccccc1C=O,ChemScene,0,,2-(2-Formylphenyl)acetic acid,MFCD01026106,49844490,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A88F0>,10
12482,164.16,C9H8O3,164.16,Cc1ccc(C=O)cc1C(O)=O,HE Chemical,1450094,,5-Formyl-2-methylbenzoic acid,MFCD26673176,50413655,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12A8B70>,17
12539,164.18,C10H9FO,164.18,Fc1ccc(C=O)cc1C1CC1,AOBChem USA,22309,,3-Cyclopropyl-4-fluorobenzaldehyde,MFCD16778849,39112829,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12AB9F0>,13
12574,164.18,C7H4N2OS,164.18,O=Cc1cccc2nsnc12,Maybridge,0,,"2,1,3-benzothiadiazole-4-carbaldehyde",MFCD02681902,720148,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12AC2F0>,24
12598,164.18,C7H4N2OS,164.18,O=Cc1ccc2nsnc2c1,Alinda Chemical,0,,"2,1,3-benzothiadiazole-5-carbaldehyde",MFCD00457949,720166,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12AC8F0>,28
12636,164.2,C10H12O2,164.2,COc1ccc(C=O)c(C)c1C,Advamacs,0,,"4-Methoxy-2,3-dimethylbenzaldehyde 97%",MFCD00003339,483041,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12B52B0>,26
12662,164.2,C10H12O2,164.2,COc1cc(C)c(C=O)cc1C,Vitas M Labs,0,,"4-methoxy-2,5-dimethylbenzaldehyde",MFCD00003343,483049,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12B5930>,22
12684,164.2,C10H12O2,164.2,CCCOc1ccc(C=O)cc1,InterBioScreen,0,,4-propoxybenzaldehyde,MFCD00014134,498445,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12B5EB0>,33
12717,164.2,C10H12O2,164.2,CCCOc1ccccc1C=O,Alinda Chemical,0,,2-propoxybenzaldehyde,MFCD00046150,626489,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12B8730>,19
12736,164.2,C10H12O2,164.2,CC(C)Oc1ccccc1C=O,Aldlab Chemicals,0,,2-Isopropoxybenzaldehyde,MFCD01571834,626507,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12B8BF0>,31
12767,164.2,C10H12O2,164.2,CC(C)Oc1ccc(C=O)cc1,InterBioScreen,0,,4-isopropoxybenzaldehyde,MFCD00052357,717107,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12BB3F0>,40
12807,164.2,C10H12O2,164.2,CCCOc1cccc(C=O)c1,Alinda Chemical,0,,3-propoxybenzaldehyde,MFCD01993679,836774,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12BBDF0>,28
12835,164.2,C10H12O2,164.2,CC(C)Oc1cccc(C=O)c1,Alinda Chemical,0,,3-isopropoxybenzaldehyde,MFCD01922005,1012824,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12BC530>,32
12867,164.2,C10H12O2,164.2,CC(C)c1ccc(O)c(C=O)c1,Aldlab Chemicals,0,,2-hydroxy-5-propan-2-ylbenzaldehyde,MFCD06739518,5412865,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12BCD30>,16
12883,164.2,C10H12O2,164.2,COc1c(C)cc(C)cc1C=O,ChemBridge,4016822,,"2-methoxy-3,5-dimethylbenzaldehyde",MFCD06247962,5765421,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12BF170>,10
12893,164.2,C10H12O2,164.2,COc1c(C)cc(C=O)cc1C,Rieke Metals,8061,,"4-Methoxy-3,5-dimethylbenzaldehyde",MFCD02261755,5765449,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12BF3F0>,38
12931,164.2,C10H12O2,164.2,COc1cc(C)c(C=O)c(C)c1,Aldlab Chemicals,0,,"4-Methoxy-2,6-dimethylbenzaldehyde",MFCD04971199,13728366,<rdkit.Chem.rdchem.Mol object at 0x0000020EE12BFD70>,30
12967,164.2,C10H12O2,164.2,CCOc1ccc(C=O)c(C)c1,Bio-Farma,0,,4-ethoxy-2-methylbenzaldehyde,MFCD06247360,18622697,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19416B0>,14
12987,164.2,C10H12O2,164.2,CCOc1ccc(C)cc1C=O,AOBChem USA,32548,,2-Ethoxy-5-methylbenzaldehyde,MFCD06247359,30423532,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1941BB0>,13
13028,164.2,C10H12O2,164.2,CCOc1cc(C=O)ccc1C,AOBChem USA,14249,,3-Ethoxy-4-methylbenzaldehyde,MFCD18375378,46106241,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1944630>,12
13044,164.2,C10H12O2,164.2,CC(C)c1ccc(C=O)c(O)c1,Aldlab Chemicals,0,,2-Hydroxy-4-isopropylbenzaldehyde,MFCD16997144,48606303,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1944A30>,18
13062,164.2,C10H12O2,164.2,COc1cc(C)cc(C)c1C=O,AstaTech,95641,,"2-METHOXY-4,6-DIMETHYLBENZALDEHYDE",MFCD22415104,49199871,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1944EB0>,11
13155,165.15,C8H7NO3,165.15,Cc1ccc(C=O)c(c1)[N+]([O-])=O,Sinova,0,,4-Methyl-2-nitro-benzaldehyde,MFCD08669895,35186,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1948670>,30
13185,165.15,C8H7NO3,165.15,Cc1ccc(C=O)cc1[N+]([O-])=O,Alfa Aesar (US),0,,"4-Methyl-3-nitrobenzaldehyde, 98%",MFCD00017011,516551,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1948DF0>,31
13216,165.15,C8H7NO3,165.15,Cc1ccc(cc1C=O)[N+]([O-])=O,"Combi-Blocks, Inc.",0,,2-Methyl-5-nitrobenzaldehyde,MFCD03840506,4352916,<rdkit.Chem.rdchem.Mol object at 0x0000020EE194D5F0>,28
13244,165.15,C8H7NO3,165.15,Cc1c(C=O)cccc1[N+]([O-])=O,Aldlab Chemicals,0,,2-METHYL-3-NITROBENZALDEHYDE,MFCD07772901,7415974,<rdkit.Chem.rdchem.Mol object at 0x0000020EE194DCF0>,12
13264,165.15,C8H7NO3,165.15,Cc1ccc(c(C=O)c1)[N+]([O-])=O,Aldlab Chemicals,0,,5-methyl-2-nitrobenzaldehyde,MFCD08703362,29542227,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1950230>,21
13285,165.15,C8H7NO3,165.15,Cc1cccc(C=O)c1[N+]([O-])=O,Aldlab Chemicals,0,,3-methyl-2-nitrobenzaldehyde,MFCD08703364,30156734,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1950770>,13
13298,165.15,C8H7NO3,165.15,Cc1cc(C=O)ccc1[N+]([O-])=O,Bio-Farma,0,,3-methyl-4-nitrobenzaldehyde,MFCD08445621,30548666,<rdkit.Chem.rdchem.Mol object at 0x0000020EE1950AB0>,30
13330,165.15,C8H7NO3,165.15,Cc1cc(C=O)cc(c1)[N+]([O-])=O,"Combi-Blocks, Inc.",0,,3-Methyl-5-nitrobenzaldehyde,MFCD18399644,46014425,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19512F0>,11
13341,165.15,C8H7NO3,165.15,Cc1cc(ccc1C=O)[N+]([O-])=O,Accela ChemBio (ASD),0,,2-Methyl-4-nitrobenzaldehyde,MFCD12755933,46573306,<rdkit.Chem.rdchem.Mol object at 0x0000020EE19515B0>,16
